Vendor, Category, Price, Origin, Destination, Rating
Evangitis,Drugs/Cannabis/Concentrates,0.160021955,USA,,4.972/5
Optimum_Cannabinoid,Drugs/Cannabis/Concentrates,0.54399376,UK,United Kingdom,4.98/5
DutchTruthTeller,Drugs/Stimulants/Cocaine,38.37613063,Netherlands,,4.96/5
kika91,Drugs/Stimulants/Cocaine,7.215402833,WORLDWIDE,WORLDWIDE,~5/5
kika91,Drugs/Stimulants/Cocaine,4.058664093,WORLDWIDE,WORLDWIDE,~5/5
kika91,Drugs/Stimulants/Cocaine,13.07791764,WORLDWIDE,WORLDWIDE,~5/5
speedNweed,Drugs/Stimulants/Cocaine,3.20998719,Germany,Worldwide,4.53/5
MIcasa-SUcasa,Drugs/Psychedelics/NB,0.0405,Germany,Germany,[0 deals]
Chems_Usa,Drugs/Opioids/Heroin,0.389140683,USA,USA,4.53/5
Chems_Usa,Drugs/Opioids/Heroin,1.098750164,USA,USA,4.53/5
Chems_Usa,Drugs/Opioids/Heroin,0.206015653,USA,USA,4.53/5
kagar_,Drugs/Opioids/Heroin,0.27109321,Australia,Australia,~5/5
WhateversAvailable,Counterfeits/Money,0.02246595,USA,USA,4.89/5
Noogz,Counterfeits/Money,0.116,,,~5/5
Noogz,Counterfeits/Money,0.27779063,,,~5/5
Noogz,Counterfeits/Money,0.55558127,,,~5/5
wiggles,Drugs/Psychedelics/Mushrooms,0.13903049,UK,UK,[0 deals]
NSWGreat,Drugs/Ecstasy/MDMA,3.56146301,Australia,,4.95/5
NSWGreat,Drugs/Ecstasy/MDMA,3.1120814,Australia,,4.95/5
NSWGreat,Drugs/Ecstasy/MDMA,17.80777339,Australia,,4.95/5
NSWGreat,Drugs/Ecstasy/MDMA,1.06815473,Australia,,4.95/5
NSWGreat,Drugs/Ecstasy/MDMA,4.45182876,Australia,,4.95/5
NSWGreat,Drugs/Ecstasy/MDMA,28.49243743,Australia,,4.95/5
NSWGreat,Drugs/Ecstasy/MDMA,0.5522046,Australia,,4.95/5
NSWGreat,Drugs/Ecstasy/MDMA,11.04161701,Australia,,4.95/5
NSWGreat,Drugs/Ecstasy/MDMA,2.22287604,Australia,,4.95/5
NSWGreat,Drugs/Ecstasy/MDMA,1.78027316,Australia,,4.95/5
NSWGreat,Drugs/Ecstasy/MDMA,6.05509212,Australia,,4.95/5
Chems_Usa,Drugs/Opioids/Fentanyl,0.274599565,USA,USA,4.53/5
Chems_Usa,Drugs/Opioids/Fentanyl,4.118993555,USA,USA,4.53/5
Chems_Usa,Drugs/Opioids/Fentanyl,2.28832975,USA,USA,4.53/5
nextdaydope,Drugs/Opioids/Fentanyl,0.34335942,USA,,[0 deals]
Chems_Usa,Drugs/Opioids/Fentanyl,1.37299785,USA,USA,4.53/5
Chems_Usa,Drugs/Opioids/Fentanyl,0.45766595,USA,USA,4.53/5
pureanduncut,Drugs/Opioids/Fentanyl,154.1797258,USA,USA,4.95/5
Chems_Usa,Drugs/Opioids/Fentanyl,0.272081863,USA,USA,4.53/5
updownandallaround,Drugs/Stimulants/Prescription,0.22905603,Australia,,4.80/5
Althea,Drugs/Stimulants/Prescription,0.66823355,USA,USA,~5/5
ladyskywalker,Drugs/Opioids/Oxycodone,8.00182898,USA,USA,4.93/5
ladyskywalker,Drugs/Opioids/Oxycodone,10.20086071,USA,USA,4.93/5
HederalExpress,Drugs/Dissociatives/Ketamine,6.337928455,UK,Worldwide,4.97/5
HederalExpress,Drugs/Dissociatives/Ketamine,8.68020637,UK,Worldwide,4.97/5
HederalExpress,Drugs/Dissociatives/Ketamine,15.15554602,UK,Worldwide,4.97/5
HederalExpress,Drugs/Dissociatives/Ketamine,29.62097343,UK,Worldwide,4.97/5
HederalExpress,Drugs/Dissociatives/Ketamine,0.672076295,UK,Worldwide,4.97/5
HederalExpress,Drugs/Dissociatives/Ketamine,2.2733319,UK,Worldwide,4.97/5
TheGrenade,Drugs/Dissociatives/Ketamine,27.42230347,Netherlands,,4.90/5
HederalExpress,Drugs/Dissociatives/Ketamine,1.156963555,UK,Worldwide,4.97/5
HederalExpress,Drugs/Dissociatives/Ketamine,0.34280401,UK,,4.97/5
HederalExpress,Drugs/Dissociatives/Ketamine,3.237693725,UK,Worldwide,4.97/5
HederalExpress,Drugs/Dissociatives/Ketamine,0.09140767,UK,WORLDWIDE,4.97/5
TheGrenade,Drugs/Dissociatives/Ketamine,52.55941499,Netherlands,,4.90/5
HederalExpress,Drugs/Dissociatives/Ketamine,1.65335279,UK,Worldwide,4.97/5
HederalExpress,Drugs/Dissociatives/Ketamine,4.40895582,UK,Worldwide,4.97/5
TheGrenade,Drugs/Dissociatives/Ketamine,14.16819012,Netherlands,,4.90/5
brother_satellite,Drugs/Opioids/Buprenorphine,0.59515634,Australia,Australia,4.71/5
Detox_Control,Drugs/Opioids/Buprenorphine,0.067716745,USA,,4.53/5
DOC999,Drugs/Opioids/Buprenorphine,7.32500114,EU,WORLDWIDE,5.00/5
fastandsafe1234,Drugs/Opioids/Buprenorphine,0.25179691,USA,usa,4.61/5
DOC999,Drugs/Opioids/Buprenorphine,4.12031314,EU,WORLDWIDE,5.00/5
BlackWorld,Drugs/Steroids,0.14,UK,Worldwide,~5/5
SteroidWarehouse,Drugs/Steroids,0.135148195,EU,,~5/5
advancedgrowthlabs,Drugs/Steroids,1.80160899,USA,,4.991/5
TheRealNurseJoy,Drugs/Prescription,1.23144932,Australia,,4.80/5
concertration,Drugs/Prescription,0.36086426,USA,,[0 deals]
BarbieTheNurse,Drugs/Prescription,1.78176733,EU,EU,[0 deals]
BarbieTheNurse,Drugs/Prescription,0.38418079,EU,EU,[0 deals]
brother_satellite,Drugs/Prescription,0.369458803,Australia,Australia,4.71/5
TheRealNurseJoy,Drugs/Prescription,0.15787811,Australia,,4.80/5
MIcasa-SUcasa,Drugs/Psychedelics/2C,0.027333333,Germany,Germany,[0 deals]
Evangitis,Other,2.512112763,,,4.972/5
Bamsefar,Other,0.065503185,,,5.00/5
MRUKSBEST,Drugs/Ecstasy/Pills,0.37647707,UK,worldwide,4.92/5
StoneIsland,Drugs/Ecstasy/Pills,2.45,,,4.994/5
MRUKSBEST,Drugs/Ecstasy/Pills,0.06121578,UK,worldwide,4.92/5
MRUKSBEST,Drugs/Ecstasy/Pills,0.505030215,UK,worldwide,4.92/5
MRUKSBEST,Drugs/Ecstasy/Pills,0.14691788,UK,worldwide,4.92/5
MRUKSBEST,Drugs/Ecstasy/Pills,0.06121578,UK,worldwide,4.92/5
MRUKSBEST,Drugs/Ecstasy/Pills,0.275471025,UK,worldwide,4.92/5
McDrugs,Drugs/Ecstasy/Pills,0.10327318,Germany,,4.97/5
MRUKSBEST,Drugs/Ecstasy/Pills,0.505030215,UK,worldwide,4.92/5
MRUKSBEST,Drugs/Ecstasy/Pills,0.14691788,UK,worldwide,4.92/5
MRUKSBEST,Drugs/Ecstasy/Pills,0.60603626,UK,worldwide,4.92/5
MRUKSBEST,Drugs/Ecstasy/Pills,0.275471025,UK,worldwide,4.92/5
MRUKSBEST,Drugs/Ecstasy/Pills,0.37647707,UK,worldwide,4.92/5
MRUKSBEST,Drugs/Ecstasy/Pills,0.60603626,UK,worldwide,4.92/5
mrniceguy2all,Drugs/Cannabis/Weed,0.21572801,USA,USA,~5/5
GreenStreet,Drugs/Cannabis/Weed,4.564315547,USA,USA,4.96/5
Colorado,Drugs/Cannabis/Weed,0.259227755,USA,USA,4.91/5
StrattonOakmont,Drugs/Cannabis/Weed,0.07604983,USA,USA,4.984/5
medibuds,Drugs/Cannabis/Weed,0.306901173,USA,USA,4.984/5
Heath_Robinson,Drugs/Cannabis/Weed,0.37440239,UK,,4.94/5
GoldenEagle420,Drugs/Cannabis/Weed,3.8917333,USA,USA,~5/5
GoldenEagle420,Drugs/Cannabis/Weed,3.88310418,USA,USA,~5/5
Petch,Drugs/Cannabis/Weed,0.43250589,UK,,4.992/5
Colorado,Drugs/Cannabis/Weed,0.16783584,USA,USA,4.91/5
TheGreenHouse,Drugs/Cannabis/Weed,12.78008354,,,~5/5
moggymoo,Drugs/Cannabis/Weed,0.076277245,UK,Worldwide,[0 deals]
Colorado,Drugs/Cannabis/Weed,0.778148005,USA,USA,4.91/5
medibuds,Drugs/Cannabis/Weed,0.619720473,USA,USA,4.984/5
medibuds,Drugs/Cannabis/Weed,5.03429843,USA,USA,4.984/5
medibuds,Drugs/Cannabis/Weed,0.329254032,USA,USA,4.984/5
Heath_Robinson,Drugs/Cannabis/Weed,0.23010987,UK,,4.94/5
Chang,Drugs/Cannabis/Weed,2.79008226,Canada,,5.00/5
arctic,Drugs/Cannabis/Weed,4.3145602,USA,,4.99/5
Heath_Robinson,Drugs/Cannabis/Weed,0.69120442,UK,,4.94/5
medibuds,Drugs/Cannabis/Weed,2.13121363,USA,USA,4.984/5
moggymoo,Drugs/Cannabis/Weed,0.076277245,UK,Worldwide,[0 deals]
Heath_Robinson,Drugs/Cannabis/Weed,1.32480847,UK,,4.94/5
cocktails,Drugs/Cannabis/Weed,0.0862912,USA,,~5/5
GenePool,Drugs/Cannabis/Weed,0.08053845,SouthAfrica,Most countries,[0 deals]
psychotropix,Drugs/Cannabis/Weed,0.33984217,USA,USA,4.98/5
medibuds,Drugs/Cannabis/Weed,0.187357347,USA,USA,4.984/5
psychotropix,Drugs/Cannabis/Weed,0.52416335,USA,USA,4.98/5
the_real_caliconnect,Drugs/Cannabis/Weed,2.87637346,USA,,4.746/5
Colorado,Drugs/Cannabis/Weed,0.42696336,USA,USA,4.91/5
5588,Drugs/Cannabis/Weed,0.0431456,USA,,4.973/5
mrniceguy2all,Drugs/Stimulants/Meth,51.60550458,USA,usa,~5/5
OrangeInc,Drugs/Stimulants/Meth,16.5,Australia,,4.97/5
ICANTMTT2,Drugs/Stimulants/Meth,0.07167431,Australia,,4.94/5
mrniceguy2all,Drugs/Stimulants/Meth,0.334789817,USA,Usa,~5/5
BHLCREW,Drugs/Stimulants/Speed,0.604413345,Germany,WORLDWIDE,~5/5
BHLCREW,Drugs/Stimulants/Speed,2.080518315,Germany,WORLDWIDE,~5/5
SolidSeller,Drugs/Stimulants/Speed,0.06594603,Germany,Europe,4.99/5
BHLCREW,Drugs/Stimulants/Speed,0.41002915,Germany,WORLDWIDE,~5/5
BHLCREW,Drugs/Stimulants/Speed,1.138969875,Germany,WORLDWIDE,~5/5
ThePowderGuy,Drugs/Opioids/Other,0.19979009,USA,Anywhere,4.88/5
ThePowderGuy,Drugs/Opioids/Other,0.49179099,USA,Anywhere,4.88/5
ThePowderGuy,Drugs/Opioids/Other,0.49179099,USA,Anywhere,4.88/5
ThePowderGuy,Drugs/Opioids/Other,0.293547898,USA,anywhere,4.88/5
Kraeuterfreund,Drugs/Cannabis/Concentrates,0.11498217,Germany,,5.00/5
Socal_Connect,Drugs/Cannabis/Concentrates,0.14372772,USA,,~5/5
DakotaFred,Drugs/Cannabis/Concentrates,7.18638611,USA,,4.96/5
bigbudsforyou,Drugs/Cannabis/Concentrates,1.00609405,USA,,5.00/5
FRCONNECTION,Drugs/Stimulants/Cocaine,1.43439095,,,4.78/5
FRCONNECTION,Drugs/Stimulants/Cocaine,0.3012221,,,4.78/5
dosensuppe,Weapons/Ammunition,0.8298005,,,5.00/5
Organix2,Drugs/Psychedelics/Mushrooms,0.110298025,USA,USA only,4.96/5
Dogkingdom,Drugs/Psychedelics/Mushrooms,0.43679566,USA,,~5/5
Evangitis,Drugs/Ecstasy/MDMA,3.58762413,USA,USA,4.97/5
TheFamilyCo,Drugs/Stimulants/Prescription,0.41265474,USA,USA,5.00/5
mollyjohnson,Drugs/Stimulants/Prescription,0.04300458,USA,,4.71/5
ThePowderGuy,Drugs/Opioids/Oxycodone,0.614752473,USA,Anywhere,4.88/5
ThePowderGuy,Drugs/Opioids/Oxycodone,0.384220293,USA,Anywhere,4.88/5
OregonTrail,Drugs/Opioids/Oxycodone,0.57659432,USA,USA,~5/5
ThePowderGuy,Drugs/Opioids/Oxycodone,0.230532173,USA,,4.88/5
ThePowderGuy,Drugs/Opioids/Oxycodone,0.92212871,USA,Anywhere,4.88/5
ThePowderGuy,Drugs/Opioids/Oxycodone,1.536881187,USA,Anywhere,4.88/5
thomascheer,Drugs/Dissociatives/MXE,0.00753511,China,,~5/5
DOC999,Drugs/Opioids/Buprenorphine,1.15054938,EU,,5.00/5
TheHappyGuy,Drugs/Cannabis/Edibles,0.05744815,USA,USA,4.990/5
Cafe_Deluxe,Drugs/Cannabis/Edibles,0.05744815,UK,,4.965/5
ozmetics,Other,0.1,Australia,,~5/5
PillCompany,Drugs/Ecstasy/Pills,0.01364721,Netherlands,,[0 deals]
PillCompany,Drugs/Ecstasy/Pills,0.05970658,Netherlands,,[0 deals]
VGer,Drugs/Ecstasy/Pills,0.02810477,USA,,[0 deals]
aussiedealsdirect,Drugs/Ecstasy/Pills,31.3519841,Australia,,~5/5
TheCandyMen,Drugs/Ecstasy/Pills,14.28257053,Australia,,5.0/5
darkside18,Drugs/Ecstasy/Pills,1.27942681,Australia,Australia,~5/5
snapback,Drugs/Ecstasy/Pills,0.00413421,Germany,Worldwide,5.0/5
woolzie,Drugs/Ecstasy/Pills,0.12,UK,,3.7/5
PillCompany,Drugs/Ecstasy/Pills,0.08529512,Netherlands,,[0 deals]
PillCompany,Drugs/Ecstasy/Pills,0.20470829,Netherlands,,[0 deals]
PillCompany,Drugs/Ecstasy/Pills,0.02558853,Netherlands,,[0 deals]
aussiedealsdirect,Drugs/Ecstasy/Pills,13.93421515,Australia,,~5/5
PillCompany,Drugs/Ecstasy/Pills,0.68236096,Netherlands,,[0 deals]
TheCandyMen,Drugs/Ecstasy/Pills,67.92929889,Australia,,5.0/5
aussiedealsdirect,Drugs/Ecstasy/Pills,52.25330684,Australia,,~5/5
go_fur,Drugs/Ecstasy/Pills,0.02558853,USA,,5.0/5
darkside18,Drugs/Ecstasy/Pills,0.54588877,Australia,Australia,~5/5
CandyShop,Drugs/Ecstasy/Pills,0.008747567,Netherlands Scandinavia  Russia  AUS  NZ,Worldwide *No US  Scandinavia  Russia  AUS  NZ,5.0/5
darkside18,Drugs/Ecstasy/Pills,0.17059024,Australia,,~5/5
TheCandyMen,Drugs/Ecstasy/Pills,25.42994265,Australia,,5.0/5
snapback,Drugs/Ecstasy/Pills,0.004630316,Germany,Worldwide,5.0/5
darkside18,Drugs/Ecstasy/Pills,0.54588877,Australia,Australia,~5/5
DutchDrugExpert,Drugs/Ecstasy/Pills,0.13647219,Netherlands Australia  Netherlands,Worlwide - Except USA  Australia  Netherlands,[0 deals]
KarmaCrops,Drugs/Cannabis/Weed,0.095,UK,UK,~5/5
Quantum.Black.Widow,Drugs/Cannabis/Weed,0.07154903,UK,Worldwide,[0 deals]
Renegade,Drugs/Cannabis/Weed,0.04173693,Austria,EU (scandinavia FE),~5/5
Quantum.Black.Widow,Drugs/Cannabis/Weed,0.113618445,UK,Worldwide,[0 deals]
Renegade,Drugs/Cannabis/Weed,0.01618371,Austria,EU,~5/5
MoodyMayhem,Drugs/Cannabis/Weed,2.888178043,USA,USA,5.0/5
CB2013,Drugs/Cannabis/Weed,0.28960324,USA,,5.0/5
himalayanblues,Drugs/Cannabis/Weed,0.239634003,World,,~5/5
Renegade,Drugs/Cannabis/Weed,0.01618371,Austria,EU,~5/5
KayaNow,Drugs/Cannabis/Weed,4.405018723,USA,USA,~5/5
MoodyMayhem,Drugs/Cannabis/Weed,0.43440486,USA,,5.0/5
MiniDeal,Drugs/Cannabis/Weed,0.136443775,EU,Worldwide,~5/5
Quantum.Black.Widow,Drugs/Cannabis/Weed,0.08517742,UK,Worldwide,[0 deals]
Quantum.Black.Widow,Drugs/Cannabis/Weed,0.09199161,UK,Worldwide,[0 deals]
Quantum.Black.Widow,Drugs/Cannabis/Weed,0.0968808,UK,Worldwide,[0 deals]
MoodyMayhem,Drugs/Cannabis/Weed,2.49643621,USA,USA,5.0/5
woolzie,Drugs/Cannabis/Weed,0.44,UK,,3.7/5
PacificPremium,Drugs/Cannabis/Weed,0.42588712,USA,USA,4.9/5
WeedGirls,Drugs/Cannabis/Weed,0.02620216,USA,,5.0/5
pinocchio,Drugs/Cannabis/Weed,0.02289206,EU,worldwide,4.8/5
MiniDeal,Drugs/Cannabis/Weed,0.265890435,EU,Worldwide,~5/5
Quantum.Black.Widow,Drugs/Cannabis/Weed,0.0968808,UK,Worldwide,[0 deals]
superdank,Drugs/Cannabis/Weed,0.59625212,UK,,[0 deals]
MiniDeal,Drugs/Cannabis/Weed,1.94207836,EU,Worldwide,~5/5
MoodyMayhem,Drugs/Cannabis/Weed,2.49643621,USA,USA,5.0/5
missgreen,Drugs/Cannabis/Weed,0.063432528,Netherlands,world,~5/5
bcbud,Drugs/Cannabis/Weed,0.39329463,Canada,Worldwide - Excluding USA,[0 deals]
gandalfsgarden,Drugs/Cannabis/Weed,0.344390562,NewZealand,New Zealand,~5/5
beachcomber,Drugs/Cannabis/Weed,0.402931337,Canada,Worldwide,~5/5
Quantum.Black.Widow,Drugs/Cannabis/Weed,0.09199161,UK,Worldwide,[0 deals]
canadiss,Drugs/Cannabis/Weed,0.008739945,Canada,,~5/5
BostonGeorge,Drugs/Cannabis/Weed,0.46742308,USA,,4.9/5
UniqueTreesInc,Drugs/Cannabis/Weed,0.192420705,USA,USA,~5/5
MoodyMayhem,Drugs/Cannabis/Weed,4.511079123,USA,USA,5.0/5
MoodyMayhem,Drugs/Cannabis/Weed,0.510883107,USA,USA,5.0/5
MoodyMayhem,Drugs/Cannabis/Weed,8.496595637,USA,USA,5.0/5
KarmaCrops,Drugs/Cannabis/Weed,0.03,UK,UK,~5/5
Quantum.Black.Widow,Drugs/Cannabis/Weed,0.0968808,UK,Worldwide,[0 deals]
Quantum.Black.Widow,Drugs/Cannabis/Weed,0.0968808,UK,Worldwide,[0 deals]
Quantum.Black.Widow,Drugs/Cannabis/Weed,0.08173625,UK,Worldwide,[0 deals]
Trip_Advisor,Drugs/Cannabis/Weed,1.49753815,USA,,5.0/5
MiniDeal,Drugs/Cannabis/Weed,0.07172044,EU,Worldwide,~5/5
MoodyMayhem,Drugs/Cannabis/Weed,2.934391273,USA,,5.0/5
beachcomber,Drugs/Cannabis/Weed,0.122631273,Canada,Worldwide,~5/5
PacificPremium,Drugs/Cannabis/Weed,0.148909403,USA,USA,4.9/5
MoodyMayhem,Drugs/Cannabis/Weed,8.496595637,USA,USA,5.0/5
MoodyMayhem,Drugs/Cannabis/Weed,1.5414087,USA,USA,5.0/5
MoodyMayhem,Drugs/Cannabis/Weed,1.357703423,USA,USA,5.0/5
MoodyMayhem,Drugs/Cannabis/Weed,0.43440486,USA,,5.0/5
Quantum.Black.Widow,Drugs/Cannabis/Weed,0.09337149,UK,Worldwide,[0 deals]
Quantum.Black.Widow,Drugs/Cannabis/Weed,0.09199161,UK,Worldwide,[0 deals]
Lion,Drugs/Cannabis/Weed,0.07007501,USA,,5.0/5
MiniDeal,Drugs/Cannabis/Weed,0.005243925,EU,Worldwide,~5/5
Mountain,Drugs/Cannabis/Weed,0.071760818,USA,USA,5.0/5
permagrin,Drugs/Cannabis/Weed,1.31173233,USA,USA,5.0/5
PacificPremium,Drugs/Cannabis/Weed,0.050379235,USA,USA,4.9/5
beachcomber,Drugs/Cannabis/Weed,1.227221443,Canada,Worldwide,~5/5
Lion,Drugs/Cannabis/Weed,0.24489908,USA,,5.0/5
MoodyMayhem,Drugs/Cannabis/Weed,15.55791303,USA,USA,5.0/5
Mountain,Drugs/Cannabis/Weed,0.121709308,USA,USA,5.0/5
MiniDeal,Drugs/Cannabis/Weed,0.516037355,EU,Worldwide,~5/5
Quantum.Black.Widow,Drugs/Cannabis/Weed,0.0968808,UK,Worldwide,[0 deals]
Amsint,Drugs/Cannabis/Weed,0.00697442,Netherlands,,~5/5
MiniDeal,Drugs/Cannabis/Weed,0.020439407,EU,Worldwide,~5/5
Quantum.Black.Widow,Drugs/Cannabis/Weed,0.131098205,UK,Worldwide,[0 deals]
DankIndoorsNW,Drugs/Cannabis/Weed,1.26062588,USA,USA,5.0/5
UKWeedShop,Drugs/Cannabis/Weed,0.082593333,UK,UK,4.9/5
CaliforniaDreams,Drugs/Cannabis/Weed,0.10924446,Germany,,5.0/5
Mountain,Drugs/Cannabis/Weed,0.231006426,USA,USA,5.0/5
Lion,Drugs/Cannabis/Weed,0.238093293,USA,,5.0/5
MoodyMayhem,Drugs/Cannabis/Weed,5.340803587,USA,USA,5.0/5
Brucewaynescat11,Drugs/Cannabis/Weed,0.0060074,EU,,4.9/5
Trip_Advisor,Drugs/Cannabis/Weed,11.10026246,USA,,5.0/5
Trip_Advisor,Drugs/Cannabis/Weed,1.136184485,USA,,5.0/5
Colorado,Drugs/Cannabis/Weed,5.24392842,USA,USA,~5/5
Trip_Advisor,Drugs/Cannabis/Weed,7.490740328,USA,,5.0/5
TheWeedGuru,Drugs/Cannabis/Weed,1.894158048,EU,Worldwide,4.7/5
Quantum.Black.Widow,Drugs/Cannabis/Weed,0.07836323,UK,Worldwide,[0 deals]
Quantum.Black.Widow,Drugs/Cannabis/Weed,0.09199161,UK,Worldwide,[0 deals]
MoodyMayhem,Drugs/Cannabis/Weed,1.357703423,USA,USA,5.0/5
HighTestMMDG,Drugs/Cannabis/Weed,1.762007488,Canada,Worldwide,4.9/5
MoodyMayhem,Drugs/Cannabis/Weed,1.58200072,USA,USA,5.0/5
DrEarnhardt,Drugs/Cannabis/Weed,1.04878568,Netherlands,Worldwide,4.8/5
PacificPremium,Drugs/Cannabis/Weed,0.262391875,USA,USA,4.9/5
Lion,Drugs/Cannabis/Weed,0.46736832,USA,,5.0/5
MoodyMayhem,Drugs/Cannabis/Weed,8.496595637,USA,USA,5.0/5
MoodyMayhem,Drugs/Cannabis/Weed,1.357703423,USA,USA,5.0/5
MoodyMayhem,Drugs/Cannabis/Weed,4.511079123,USA,USA,5.0/5
MoodyMayhem,Drugs/Cannabis/Weed,4.511079123,USA,USA,5.0/5
BostonGeorge,Drugs/Cannabis/Weed,1.32025008,USA,,4.9/5
Lion,Drugs/Cannabis/Weed,0.473356838,USA,,5.0/5
permagrin,Drugs/Cannabis/Weed,0.66438391,USA,USA,5.0/5
DankIndoorsNW,Drugs/Cannabis/Weed,2.627813077,USA,USA,5.0/5
Mountain,Drugs/Cannabis/Weed,0.470556095,USA,USA,5.0/5
Brucewaynescat11,Drugs/Cannabis/Weed,0.672493204,UK,EU,4.9/5
MoodyMayhem,Drugs/Cannabis/Weed,5.220588657,USA,USA,5.0/5
Mountain,Drugs/Cannabis/Weed,0.128119496,USA,USA,5.0/5
MoodyMayhem,Drugs/Cannabis/Weed,0.43440486,USA,,5.0/5
Trip_Advisor,Drugs/Cannabis/Weed,16.75471349,USA,,5.0/5
MoodyMayhem,Drugs/Cannabis/Weed,2.496422427,USA,USA,5.0/5
HighTestMMDG,Drugs/Cannabis/Weed,1.081442585,Canada,Worldwide,4.9/5
MoodyMayhem,Drugs/Cannabis/Weed,9.91229218,USA,USA,5.0/5
TheDopeSpot,Drugs/Stimulants/Meth,0.664932237,USA,,~1/5
Demonic,Drugs/Stimulants/Meth,0.437455417,Torland,,[0 deals]
TheDopeSpot,Drugs/Stimulants/Meth,1.049893007,USA,,~1/5
TheDopeSpot,Drugs/Stimulants/Meth,0.13998573,USA,,~1/5
TheDopeSpot,Drugs/Stimulants/Meth,1.006147467,,,~1/5
TheDopeSpot,Drugs/Stimulants/Meth,1.92480385,USA,,~1/5
TheDopeSpot,Drugs/Stimulants/Meth,0.454953633,USA,,~1/5
MrNiceGuy007,Drugs/Stimulants/Meth,0.0807,,,4.9/5
HIDETHEDRUGS,Drugs/Stimulants/Meth,0.28425241,USA,,~5/5
Quantum.Black.Widow,Drugs/Stimulants/Meth,0.06029596,UK,Worldwide,[0 deals]
nakamoto,Services/Hacking,0.02083514,Internet,,~5/5
nakamoto,Services/Hacking,0.03472523,Internet,,~5/5
smoor.be,Services/Hacking,0.008695593,Internet,,[0 deals]
smoor.be,Services/Hacking,0.012173837,Torland,,[0 deals]
woolzie,Services/Hacking,0.03,UK,,3.7/5
AusHQ,Services/Other,7.027826385,Australia,,~5/5
Lovebomb,Services/Other,0.65,Internet,,[0 deals]
MiniDeal,Drugs/RCs,3.38333384,EU,Worldwide,~5/5
MiniDeal,Drugs/RCs,0.047346658,EU,Worldwide,~5/5
HigherGroundsNL,Drugs/RCs,0.04624792,Netherlands,,~5/5
MiniDeal,Drugs/RCs,1.768565073,EU,Worldwide,~5/5
AndyDufresne,Drugs/Psychedelics/LSD,0.658092183,USA,,5.0/5
himalayanblues,Drugs/Psychedelics/LSD,0.221124867,World,,~5/5
AndyDufresne,Drugs/Psychedelics/LSD,0.015794627,USA,,5.0/5
AndyDufresne,Drugs/Psychedelics/LSD,1.14070599,USA,,5.0/5
Top_Gear_UK,Drugs/Psychedelics/LSD,0.105826975,UK,WORLDWIDE,5.0/5
Godspeed,Drugs/Stimulants/Speed,0.16081797,Germany,Europe,4.9/5
Godspeed,Drugs/Stimulants/Speed,0.04313828,Germany,Europe,4.9/5
Godspeed,Drugs/Stimulants/Speed,0.25882969,Germany,Germany only,4.9/5
Godspeed,Drugs/Stimulants/Speed,0.089061657,Germany,EU,4.9/5
AusHQ,Drugs/Stimulants/Speed,0.760758747,Australia,,~5/5
AusHQ,Drugs/Stimulants/Speed,2.074796597,Australia,,~5/5
Klangkarussell,Drugs/Stimulants/Speed,0.07656464,Germany,Germany,~5/5
Road_Runner,Drugs/Stimulants/Speed,0.02928661,Germany,international,~5/5
Atmel,Drugs/Stimulants/Speed,0.0133857,,Worldwide,~5/5
TheEntity,Drugs/Benzos,0.32573853,UK,,[0 deals]
TheEntity,Drugs/Benzos,0.029806135,UK,,[0 deals]
TheEntity,Drugs/Benzos,0.237029775,UK,,[0 deals]
NamesRango227,Drugs/Benzos,0.354835,USA,,~5/5
NamesRango227,Drugs/Benzos,0.07089679,USA,,~5/5
maligan,Drugs/Benzos,0.060513724,EU,worldwide,5.0/5
TheEntity,Drugs/Benzos,0.518201035,UK,,[0 deals]
TheEntity,Drugs/Benzos,0.01508048,UK,,[0 deals]
TheEntity,Drugs/Benzos,0.12815706,UK,,[0 deals]
RAD,Drugs/Benzos,0.00766897,USA,USA,~5/5
NamesRango227,Drugs/Benzos,0.106345187,USA,,~5/5
TheEntity,Drugs/Benzos,0.07416051,UK,,[0 deals]
NamesRango227,Drugs/Benzos,0.15080487,USA,,~5/5
thePharmacy,Drugs/Benzos,0.03639096,USA,USA,[0 deals]
NamesRango227,Drugs/Benzos,0.079758893,USA,United States,~5/5
maligan,Drugs/Benzos,0.091426602,EU,worldwide,5.0/5
TheEntity,Drugs/Benzos,0.41453599,UK,,[0 deals]
NamesRango227,Drugs/Benzos,0.22177187,USA,,~5/5
NamesRango227,Drugs/Benzos,0.20382828,USA,,~5/5
Beachside,Services/Money,0.1041757,,,5.0/5
zXenonX,Services/Money,3.125135645,,,4.2/5
zXenonX,Services/Money,0.300360255,Torland,,4.2/5
Beachside,Services/Money,0.04340654,,,5.0/5
businessdude,Services/Money,0.17362618,World,,~5/5
pinocchio,Services/Money,0.520855935,World,worldwide,4.8/5
Beachside,Services/Money,0.13021963,,,5.0/5
Beachside,Services/Money,0.02604392,,,5.0/5
Beachside,Services/Money,0.05208785,,,5.0/5
zXenonX,Services/Money,0.5764139,Torland,,4.2/5
zXenonX,Services/Money,0.05729415,Torland,,4.2/5
zXenonX,Services/Money,0.163201525,Torland,,4.2/5
zXenonX,Services/Money,1.796952995,Torland,,4.2/5
Beachside,Services/Money,0.06665649,,,5.0/5
zXenonX,Services/Money,1.12331264,Torland,,4.2/5
zXenonX,Services/Money,0.232645613,Torland,,4.2/5
